,File,Path,Width,Height,Category,File exists,WH_diff
40,3944.jpg,dataset/sudaderas/3944.jpg,352.1815018802882,352.7390617132187,trousers,True,0.557559832930508
41,700.jpg,dataset/sudaderas/700.jpg,352.1815018802882,352.7390617132187,trousers,True,0.557559832930508
42,565.jpg,dataset/banadores/565.jpg,224.9196187965572,225.47999739646912,trousers,True,0.5603785999119282
43,689.jpg,dataset/camisas/689.jpg,277.9767706990242,278.5852414369583,trousers,True,0.6084707379341125
44,1888.jpg,dataset/zapatillas/1888.jpg,643.1263659149407,643.7690842151643,trousers,True,0.6427183002235779
45,5423.jpg,dataset/abrigos/5423.jpg,273.7997536361217,274.44308996200556,trousers,True,0.6433363258838654
46,1766.jpg,dataset/abrigos/1766.jpg,273.7997536361217,274.44308996200556,trousers,True,0.6433363258838654
47,262.jpg,dataset/botas/262.jpg,589.3971227109432,588.6789393424988,trousers,True,0.7181833684444427
48,1297.jpg,dataset/zapatillas/1297.jpg,659.9011534452437,660.6422299146652,trousers,True,0.7410764694215004
49,2655.jpg,dataset/abrigos/2655.jpg,311.21487891674036,312.01945066452026,trousers,True,0.804571747779903
50,495.jpg,dataset/zapatos/495.jpg,599.9055549502373,600.7242724299432,trousers,True,0.8187174797059242
51,219.jpg,dataset/zapatos/219.jpg,612.6193857192992,611.7928022146225,trousers,True,0.8265835046767052
52,2063.jpg,dataset/zapatillas/2063.jpg,616.985294893384,618.0205518007277,trousers,True,1.0352569073437508
53,145.jpg,dataset/polos/145.jpg,108.61572790145874,107.53666019439696,trousers,True,1.0790677070617818
54,2357.jpg,dataset/camisetas/2357.jpg,108.61572790145874,107.53666019439696,trousers,True,1.0790677070617818
55,3376.jpg,dataset/camisetas/3376.jpg,320.0063132792711,318.9102011919022,trousers,True,1.0961120873689083
56,2426.jpg,dataset/camisas-y-blusas/2426.jpg,332.0503147542477,330.90799748897547,trousers,True,1.1423172652722542
57,2411.jpg,dataset/camisetas/2411.jpg,335.80092340707785,334.6570855379105,trousers,True,1.1438378691673279
58,523.jpg,dataset/tacones/523.jpg,596.7261249572039,595.581995844841,trousers,True,1.1441291123628616
59,1127.jpg,dataset/zapatos/1127.jpg,596.7261249572039,595.581995844841,trousers,True,1.1441291123628616
60,2658.jpg,dataset/abrigos/2658.jpg,385.1212911307812,386.282833814621,trousers,True,1.161542683839798
61,4752.jpg,dataset/sudaderas/4752.jpg,315.6683587431908,314.5028758049011,trousers,True,1.1654829382896992
62,1117.jpg,dataset/sudaderas/1117.jpg,315.6683587431908,314.5028758049011,trousers,True,1.1654829382896992
63,2448.jpg,dataset/jerseys/2448.jpg,364.6402834057808,365.8109843730927,trousers,True,1.170700967311916
64,840.jpg,dataset/trajes/840.jpg,386.8247526884079,388.0141389369965,trousers,True,1.1893862485886189
65,2413.jpg,dataset/jerseys/2413.jpg,291.34342576563364,290.13955950737005,trousers,True,1.203866258263588
66,361.jpg,dataset/zapatillas/361.jpg,630.7125806808473,629.4868755340576,trousers,True,1.2257051467896645
67,220.jpg,dataset/pantalones/220.jpg,394.5660710334778,393.31457018852234,trousers,True,1.2515008449554443
68,3830.jpg,dataset/abrigos/3830.jpg,315.6444256305694,316.929270029068,trousers,True,1.284844398498592
69,761.jpg,dataset/jeans/761.jpg,519.0170645713806,517.7308470010756,trousers,True,1.2862175703049843
70,3319.jpg,dataset/abrigos/3319.jpg,301.9628878831864,303.2603752613068,trousers,True,1.2974873781204224
71,2555.jpg,dataset/camisetas/2555.jpg,108.28770160675049,106.97712635993958,trousers,True,1.310575246810913
72,3995.jpg,dataset/camisas-y-blusas/3995.jpg,108.28770160675049,106.97712635993958,trousers,True,1.310575246810913
73,1155.jpg,dataset/zapatillas/1155.jpg,602.4546164274217,603.8086724281311,trousers,True,1.35405600070942
74,502.jpg,dataset/tacones/502.jpg,472.4063003212214,473.805723041296,trousers,True,1.3994227200745968
75,293.jpg,dataset/bodies/293.jpg,363.77609556913376,365.1764988899231,trousers,True,1.4004033207893372
76,2358.jpg,dataset/zapatillas/2358.jpg,594.9388870596887,593.5380792617798,trousers,True,1.4008077979088966
77,652.jpg,dataset/sandalias/652.jpg,550.4387863427401,551.8465442955494,trousers,True,1.4077579528093338
78,70.jpg,dataset/jerseys/70.jpg,665.0769832134248,666.520169377327,trousers,True,1.443186163902169
79,2236.jpg,dataset/zapatillas/2236.jpg,594.5922488719225,593.1484231352806,trousers,True,1.4438257366418839
80,1749.jpg,dataset/zapatillas/1749.jpg,618.7100851535797,620.1539844274521,trousers,True,1.4438992738723755
81,5232.jpg,dataset/abrigos/5232.jpg,109.485738158226,110.97541522979736,trousers,True,1.4896770715713643
82,276.jpg,dataset/abrigos/276.jpg,109.485738158226,110.97541522979736,trousers,True,1.4896770715713643
83,2708.jpg,dataset/camisas/2708.jpg,326.656006872654,325.14913201332087,trousers,True,1.506874859333152
84,1679.jpg,dataset/zapatillas/1679.jpg,660.9129166603087,662.4297058582306,trousers,True,1.5167891979218666
85,758.jpg,dataset/zapatos/758.jpg,659.6248032413422,661.1480981111526,trousers,True,1.5232948698104565
86,102.jpg,dataset/sandalias/102.jpg,617.2233206033708,615.6539011001588,trousers,True,1.569419503211975
87,5547.jpg,dataset/camisas-y-blusas/5547.jpg,540.0220288634299,541.6125547885895,trousers,True,1.590525925159568
88,649.jpg,dataset/polos/649.jpg,122.52878558635712,124.12103462219238,trousers,True,1.5922490358352661
89,1083.jpg,dataset/zapatillas/1083.jpg,647.3389562219381,648.9440774917603,trousers,True,1.6051212698221207
90,1952.jpg,dataset/jerseys/1952.jpg,473.80994768720115,475.4570889472962,trousers,True,1.6471412600950543
91,2311.jpg,dataset/zapatillas/2311.jpg,627.8300070762633,629.4877356290817,trousers,True,1.657728552818412
92,303.jpg,dataset/botas/303.jpg,637.0050519704819,638.6644864082336,trousers,True,1.65943443775177
93,2334.jpg,dataset/zapatillas/2334.jpg,583.5920333862305,585.256290435791,trousers,True,1.6642570495605469
94,1364.jpg,dataset/zapatillas/1364.jpg,608.0767057836057,606.4073503017428,trousers,True,1.6693554818629082
95,1990.jpg,dataset/zapatillas/1990.jpg,598.183234333992,596.5120562911034,trousers,True,1.6711780428886414
96,140.jpg,dataset/cardigans/140.jpg,456.0420994609594,457.75448083877563,trousers,True,1.712381377816257
97,953.jpg,dataset/trajes/953.jpg,326.29446655511856,328.0165565013885,trousers,True,1.7220899462699322
98,2336.jpg,dataset/jerseys/2336.jpg,378.69423803687096,380.4317396879196,trousers,True,1.7375016510486603
99,2115.jpg,dataset/zapatillas/2115.jpg,671.1992365121841,669.4056057929993,trousers,True,1.7936307191848755
100,167.jpg,dataset/abrigos/167.jpg,515.5759143978357,515.8771991729736,coats,True,0.3012847751379013
101,5143.jpg,dataset/abrigos/5143.jpg,515.5759143978357,515.8771991729736,coats,True,0.3012847751379013
102,5348.jpg,dataset/sudaderas/5348.jpg,363.07169288396835,370.95881286263466,coats,True,7.8871199786663055
103,5928.jpg,dataset/sudaderas/5928.jpg,363.07169288396835,370.95881286263466,coats,True,7.8871199786663055
104,3324.jpg,dataset/abrigos/3324.jpg,465.0800037384033,453.23713839054113,coats,True,11.842865347862187
105,250.jpg,dataset/gorras/250.jpg,654.8472636938095,668.5224205255507,coats,True,13.67515683174122
106,241.jpg,dataset/cardigans/241.jpg,203.22567627578968,223.72760671377185,coats,True,20.501930437982168
107,1130.jpg,dataset/jerseys/1130.jpg,212.897355504334,233.7330987453461,coats,True,20.835743241012096
108,5220.jpg,dataset/abrigos/5220.jpg,211.6088049709797,234.56457576155663,coats,True,22.955770790576935
109,411.jpg,dataset/abrigos/411.jpg,211.6088049709797,234.56457576155663,coats,True,22.955770790576935
110,2646.jpg,dataset/abrigos/2646.jpg,208.4030224084854,231.919872879982,coats,True,23.516850471496582
111,1532.jpg,dataset/abrigos/1532.jpg,532.2328008115292,556.2394857406616,coats,True,24.00668492913246
112,229.jpg,dataset/cardigans/229.jpg,203.87382486462602,234.8889175951481,coats,True,31.01509273052207
113,1645.jpg,dataset/abrigos/1645.jpg,219.66575503349304,262.83684861660004,coats,True,43.171093583106995
114,1544.jpg,dataset/abrigos/1544.jpg,208.9998373836279,254.91002431511882,coats,True,45.91018693149093
115,4548.jpg,dataset/pantalones/4548.jpg,437.5194147825241,390.5417266488075,coats,True,46.97768813371658
116,1089.jpg,dataset/abrigos/1089.jpg,334.82140984386206,382.0797155499458,coats,True,47.25830570608372
117,834.jpg,dataset/camisas-y-blusas/834.jpg,403.31989526748663,451.13466852903366,coats,True,47.81477326154703
118,894.jpg,dataset/camisas-y-blusas/894.jpg,403.31989526748663,451.13466852903366,coats,True,47.81477326154703
119,1766.jpg,dataset/trajes/1766.jpg,444.47997868061066,395.87677270174026,coats,True,48.60320597887039
120,61.jpg,dataset/botas/61.jpg,264.435173034668,314.55519104003906,coats,True,50.12001800537104
121,955.jpg,dataset/abrigos/955.jpg,391.5648369118571,442.45822727680206,coats,True,50.893390364944935
122,1774.jpg,dataset/trajes/1774.jpg,426.9065457582474,479.4040803909302,coats,True,52.4975346326828
123,4426.jpg,dataset/camisas-y-blusas/4426.jpg,437.97681748867035,490.9633522629738,coats,True,52.986534774303436
124,998.jpg,dataset/bolsos-y-mochilas/998.jpg,458.6744692921639,511.730141043663,coats,True,53.05567175149912
125,307.jpg,dataset/bolsos-y-mochilas/307.jpg,458.6744692921639,511.730141043663,coats,True,53.05567175149912
126,587.jpg,dataset/abrigos/587.jpg,468.47184918820864,521.7915058135986,coats,True,53.319656625389996
127,4876.jpg,dataset/abrigos/4876.jpg,468.47184918820864,521.7915058135986,coats,True,53.319656625389996
128,5686.jpg,dataset/abrigos/5686.jpg,206.98978869616985,262.3371888175607,coats,True,55.34740012139082
129,2442.jpg,dataset/abrigos/2442.jpg,206.98978869616985,262.3371888175607,coats,True,55.34740012139082
130,233.jpg,dataset/cardigans/233.jpg,203.5730413645506,261.0902139544487,coats,True,57.51717258989811
131,49.jpg,dataset/abrigos/49.jpg,203.72962166368958,262.41736373305315,coats,True,58.687742069363566
132,830.jpg,dataset/abrigos/830.jpg,203.72962166368958,262.41736373305315,coats,True,58.687742069363566
133,2190.jpg,dataset/abrigos/2190.jpg,402.04024851322174,460.97703635692596,coats,True,58.936787843704224
134,3271.jpg,dataset/abrigos/3271.jpg,460.6172263622284,519.5635650157928,coats,True,58.94633865356445
135,762.jpg,dataset/abrigos/762.jpg,432.4083197116852,492.2428737282753,coats,True,59.83455401659012
136,5827.jpg,dataset/abrigos/5827.jpg,385.639717578888,445.89962136745453,coats,True,60.25990378856653
137,281.jpg,dataset/abrigos/281.jpg,453.2918291389942,514.0372514724731,coats,True,60.74542233347893
138,4846.jpg,dataset/abrigos/4846.jpg,453.2918291389942,514.0372514724731,coats,True,60.74542233347893
139,39.jpg,dataset/abrigos/39.jpg,207.5734136179089,268.70616352558136,coats,True,61.13274990767246
140,666.jpg,dataset/abrigos/666.jpg,207.5734136179089,268.70616352558136,coats,True,61.13274990767246
141,578.jpg,dataset/abrigos/578.jpg,208.1181006319821,269.32506474852556,coats,True,61.206964116543475
142,33.jpg,dataset/abrigos/33.jpg,208.1181006319821,269.32506474852556,coats,True,61.206964116543475
143,5140.jpg,dataset/abrigos/5140.jpg,539.3083856254816,602.0370244979857,coats,True,62.72863887250412
144,3090.jpg,dataset/abrigos/3090.jpg,539.3083856254816,602.0370244979857,coats,True,62.72863887250412
145,1685.jpg,dataset/bisuteria/1685.jpg,678.9072091877459,741.7687743902206,coats,True,62.86156520247471
146,3463.jpg,dataset/bisuteria/3463.jpg,678.9072091877459,741.7687743902206,coats,True,62.86156520247471
147,148.jpg,dataset/abrigos/148.jpg,486.2472397089005,549.272169649601,coats,True,63.024929940700474
148,3362.jpg,dataset/abrigos/3362.jpg,486.2472397089005,549.272169649601,coats,True,63.024929940700474
149,2584.jpg,dataset/abrigos/2584.jpg,490.7649857699871,554.0431499481201,coats,True,63.27816417813301
150,106.jpg,dataset/cardigans/106.jpg,197.80503324419257,261.59220097213984,coats,True,63.78716772794726
151,2337.jpg,dataset/abrigos/2337.jpg,364.114000024274,430.0126928687096,coats,True,65.89869284443563
152,5807.jpg,dataset/abrigos/5807.jpg,433.310626745224,499.8403943777085,coats,True,66.52976763248449
153,699.jpg,dataset/abrigos/699.jpg,383.67449063807726,450.36852237582207,coats,True,66.69403173774481
154,266.jpg,dataset/abrigos/266.jpg,721.6525715589522,654.6704578399657,coats,True,66.98211371898651
155,8.jpg,dataset/abrigos/8.jpg,721.6525715589522,654.6704578399657,coats,True,66.98211371898651
156,5273.jpg,dataset/abrigos/5273.jpg,397.8814697265625,465.07216385006905,coats,True,67.19069412350655
157,2790.jpg,dataset/abrigos/2790.jpg,397.8814697265625,465.07216385006905,coats,True,67.19069412350655
158,384.jpg,dataset/camisas/384.jpg,484.6880935430527,551.9477128982544,coats,True,67.25961935520172
159,2214.jpg,dataset/abrigos/2214.jpg,422.0807477273047,491.2480764985085,coats,True,69.16732877120381
160,1094.jpg,dataset/abrigos/1094.jpg,334.12479169666767,404.7743117809296,coats,True,70.64952008426195
161,4008.jpg,dataset/abrigos/4008.jpg,381.83383107185364,452.707058608532,coats,True,70.87322753667837
162,227.jpg,dataset/botines/227.jpg,212.8633689880371,284.430233001709,coats,True,71.56686401367188
163,427.jpg,dataset/abrigos/427.jpg,690.5822277069092,762.8458142280579,coats,True,72.26358652114868
164,3258.jpg,dataset/abrigos/3258.jpg,443.1407791376114,516.1354303359985,coats,True,72.99465119838715
165,5161.jpg,dataset/abrigos/5161.jpg,695.0272381305695,768.5537338256836,coats,True,73.52649569511414
166,3091.jpg,dataset/abrigos/3091.jpg,414.2338132858277,487.8523885011673,coats,True,73.6185752153396
167,5891.jpg,dataset/camisas-y-blusas/5891.jpg,509.85356561839586,435.3580474853516,coats,True,74.49551813304424
168,2561.jpg,dataset/camisas-y-blusas/2561.jpg,509.85356561839586,435.3580474853516,coats,True,74.49551813304424
169,3538.jpg,dataset/abrigos/3538.jpg,479.43499618768686,554.1349411010742,coats,True,74.69994491338736
170,839.jpg,dataset/abrigos/839.jpg,468.5974197685719,546.5414762496948,coats,True,77.94405648112291
171,5122.jpg,dataset/pantalones/5122.jpg,164.88659016788006,243.5890362560749,coats,True,78.70244608819485
172,3019.jpg,dataset/abrigos/3019.jpg,676.845178026706,756.0575661063194,coats,True,79.21238807961345
173,452.jpg,dataset/camisas-y-blusas/452.jpg,444.113894701004,364.23215347528463,coats,True,79.8817412257194
174,774.jpg,dataset/camisas-y-blusas/774.jpg,360.5950939655304,443.88641852140427,coats,True,83.29132455587387
175,591.jpg,dataset/abrigos/591.jpg,474.16923463344574,558.4163716435431,coats,True,84.24713701009739
176,5153.jpg,dataset/abrigos/5153.jpg,474.16923463344574,558.4163716435431,coats,True,84.24713701009739
177,677.jpg,dataset/abrigos/677.jpg,348.93316626548767,436.2752169370651,coats,True,87.34205067157745
178,528.jpg,dataset/abrigos/528.jpg,700.5986452102661,788.0150154232979,coats,True,87.41637021303177
179,71.jpg,dataset/camisas/71.jpg,437.9828057587147,526.2483358383179,coats,True,88.2655300796032
180,228.jpg,dataset/cardigans/228.jpg,396.95003736019135,485.6640350818634,coats,True,88.71399772167206
181,5142.jpg,dataset/abrigos/5142.jpg,565.9159588813783,654.914111495018,coats,True,88.99815261363972
182,2983.jpg,dataset/abrigos/2983.jpg,565.9159588813783,654.914111495018,coats,True,88.99815261363972
183,4389.jpg,dataset/camisas-y-blusas/4389.jpg,433.9375495910645,524.0756933987142,coats,True,90.13814380764967
184,5996.jpg,dataset/camisas-y-blusas/5996.jpg,433.9375495910645,524.0756933987142,coats,True,90.13814380764967
185,257.jpg,dataset/cardigans/257.jpg,200.82332088053226,291.841217815876,coats,True,91.01789693534374
186,379.jpg,dataset/abrigos/379.jpg,195.1660979613661,287.3071607351303,coats,True,92.14106277376422
187,19.jpg,dataset/abrigos/19.jpg,195.1660979613661,287.3071607351303,coats,True,92.14106277376422
188,391.jpg,dataset/abrigos/391.jpg,323.0910517275333,415.7513506114483,coats,True,92.660298883915
189,211.jpg,dataset/cardigans/211.jpg,207.73170500993731,300.6973317861557,coats,True,92.96562677621839
190,3409.jpg,dataset/vestidos/3409.jpg,397.162469625473,491.67163515090937,coats,True,94.50916552543634
191,4450.jpg,dataset/vestidos/4450.jpg,397.162469625473,491.67163515090937,coats,True,94.50916552543634
192,1219.jpg,dataset/abrigos/1219.jpg,333.86475306004286,430.18096826970566,coats,True,96.3162152096628
193,1582.jpg,dataset/abrigos/1582.jpg,366.78739964962006,464.76746141910553,coats,True,97.98006176948547
194,5689.jpg,dataset/abrigos/5689.jpg,366.78739964962006,464.76746141910553,coats,True,97.98006176948547
195,5616.jpg,dataset/camisas-y-blusas/5616.jpg,350.445328950882,448.9655793309212,coats,True,98.52025038003916
196,1557.jpg,dataset/camisas-y-blusas/1557.jpg,668.8538369536401,769.2018508911133,coats,True,100.34801393747318
197,272.jpg,dataset/abrigos/272.jpg,195.8709433525801,297.3580459356308,coats,True,101.4871025830507
198,12.jpg,dataset/abrigos/12.jpg,195.8709433525801,297.3580459356308,coats,True,101.4871025830507
199,905.jpg,dataset/abrigos/905.jpg,198.35306263715032,302.2232416681945,coats,True,103.87017903104416
200,1303.jpg,dataset/trajes/1303.jpg,636.9528588652612,636.8796899914743,jackets,True,0.07316887378692627
201,2081.jpg,dataset/abrigos/2081.jpg,453.7974691390991,453.9502196907997,jackets,True,0.15275055170059204
202,4270.jpg,dataset/camisas/4270.jpg,253.25463652610782,253.03558945655826,jackets,True,0.21904706954956055
203,3473.jpg,dataset/abrigos/3473.jpg,439.2098647356033,438.9342812001705,jackets,True,0.2755835354327587
204,2468.jpg,dataset/sudaderas/2468.jpg,500.30779615044594,499.95111376047134,jackets,True,0.3566823899745941
205,3497.jpg,dataset/abrigos/3497.jpg,715.8009284734726,716.1642913520337,jackets,True,0.3633628785611336
206,5834.jpg,dataset/abrigos/5834.jpg,436.64450645446783,437.0311662554741,jackets,True,0.3866598010062603
207,368.jpg,dataset/gorros/368.jpg,625.9023450743407,625.111737549305,jackets,True,0.790607525035739
208,4229.jpg,dataset/abrigos/4229.jpg,422.79409766197205,421.90216153860086,jackets,True,0.8919361233711811
209,224.jpg,dataset/abrigos/224.jpg,652.329142447561,651.3948851823808,jackets,True,0.9342572651802357
210,5196.jpg,dataset/abrigos/5196.jpg,652.329142447561,651.3948851823808,jackets,True,0.9342572651802357
211,3364.jpg,dataset/abrigos/3364.jpg,379.7332239151001,380.81186765432363,jackets,True,1.078643739223537
212,3941.jpg,dataset/abrigos/3941.jpg,379.7332239151001,380.81186765432363,jackets,True,1.078643739223537
213,3286.jpg,dataset/abrigos/3286.jpg,450.6500381231308,451.73550420999527,jackets,True,1.0854660868644714
214,4529.jpg,dataset/abrigos/4529.jpg,360.2066671848297,361.5307610929012,jackets,True,1.324093908071461
215,3766.jpg,dataset/abrigos/3766.jpg,360.2066671848297,361.5307610929012,jackets,True,1.324093908071461
216,1550.jpg,dataset/sudaderas/1550.jpg,486.1371749639511,487.4961352348328,jackets,True,1.3589602708817097
217,3302.jpg,dataset/sudaderas/3302.jpg,486.1371749639511,487.4961352348328,jackets,True,1.3589602708817097
218,2768.jpg,dataset/abrigos/2768.jpg,375.17630219459534,373.7710041999817,jackets,True,1.4052979946136475
219,4459.jpg,dataset/abrigos/4459.jpg,375.17630219459534,373.7710041999817,jackets,True,1.4052979946136475
220,5390.jpg,dataset/camisas-y-blusas/5390.jpg,238.4061574935913,239.8912465572357,jackets,True,1.4850890636443808
221,4912.jpg,dataset/camisas-y-blusas/4912.jpg,238.4061574935913,239.8912465572357,jackets,True,1.4850890636443808
222,2377.jpg,dataset/shorts/2377.jpg,275.46353298425674,277.1904154121876,jackets,True,1.726882427930832
223,54.jpg,dataset/cardigans/54.jpg,755.7646757513285,757.5692519545555,jackets,True,1.8045762032270432
224,3114.jpg,dataset/abrigos/3114.jpg,687.2413954138756,685.3099867701529,jackets,True,1.9314086437226479
225,4717.jpg,dataset/abrigos/4717.jpg,538.5595422536135,540.4987812042236,jackets,True,1.9392389506101608
226,5106.jpg,dataset/abrigos/5106.jpg,538.5595422536135,540.4987812042236,jackets,True,1.9392389506101608
227,3426.jpg,dataset/abrigos/3426.jpg,538.5595422536135,540.4987812042236,jackets,True,1.9392389506101608
228,2087.jpg,dataset/camisas-y-blusas/2087.jpg,453.1818217039108,455.3310042023659,jackets,True,2.1491824984550476
229,5723.jpg,dataset/camisas-y-blusas/5723.jpg,453.1818217039108,455.3310042023659,jackets,True,2.1491824984550476
230,5972.jpg,dataset/abrigos/5972.jpg,204.1273941099644,201.9693826138973,jackets,True,2.158011496067104
231,4787.jpg,dataset/abrigos/4787.jpg,198.67995663732293,200.86680695414543,jackets,True,2.1868503168225004
232,2159.jpg,dataset/abrigos/2159.jpg,198.67995663732293,200.86680695414543,jackets,True,2.1868503168225004
233,2150.jpg,dataset/abrigos/2150.jpg,174.53428477048874,172.32770705223083,jackets,True,2.206577718257904
234,3009.jpg,dataset/abrigos/3009.jpg,449.36293840408325,447.08495330810547,jackets,True,2.277985095977783
235,3910.jpg,dataset/abrigos/3910.jpg,442.0849347114563,444.4480395913124,jackets,True,2.3631048798561096
236,3301.jpg,dataset/abrigos/3301.jpg,555.9508391618729,558.3384257555008,jackets,True,2.3875865936279297
237,5379.jpg,dataset/abrigos/5379.jpg,555.9508391618729,558.3384257555008,jackets,True,2.3875865936279297
238,3132.jpg,dataset/sudaderas/3132.jpg,744.5901483297348,742.2008439898491,jackets,True,2.3893043398857117
239,5814.jpg,dataset/abrigos/5814.jpg,434.8499184846878,437.2557779550552,jackets,True,2.405859470367375
240,3273.jpg,dataset/abrigos/3273.jpg,400.7235741615296,403.1382597088814,jackets,True,2.4146855473517803
241,5936.jpg,dataset/abrigos/5936.jpg,369.5552623271942,367.0773844718933,jackets,True,2.4778778553009033
242,1257.jpg,dataset/abrigos/1257.jpg,457.3737692832947,454.7615029811859,jackets,True,2.6122663021087646
243,4449.jpg,dataset/abrigos/4449.jpg,457.3737692832947,454.7615029811859,jackets,True,2.6122663021087646
244,2887.jpg,dataset/abrigos/2887.jpg,198.01442999392742,195.38332405686376,jackets,True,2.6311059370636656
245,2110.jpg,dataset/abrigos/2110.jpg,184.71767860651016,187.3844887018204,jackets,True,2.6668100953102396
246,4186.jpg,dataset/abrigos/4186.jpg,737.5029408931732,740.2123497426511,jackets,True,2.7094088494778816
247,5676.jpg,dataset/abrigos/5676.jpg,205.6890388727188,202.96131420135498,jackets,True,2.7277246713638306
248,2045.jpg,dataset/abrigos/2045.jpg,205.6890388727188,202.96131420135498,jackets,True,2.7277246713638306
249,4882.jpg,dataset/abrigos/4882.jpg,410.6074285507202,407.82095170021057,jackets,True,2.7864768505096436
250,2437.jpg,dataset/abrigos/2437.jpg,410.6074285507202,407.82095170021057,jackets,True,2.7864768505096436
251,5938.jpg,dataset/abrigos/5938.jpg,217.75586219868273,220.6320883333683,jackets,True,2.8762261346855666
252,5173.jpg,dataset/abrigos/5173.jpg,202.8340998217464,205.83965143561363,jackets,True,3.005551613867226
253,192.jpg,dataset/abrigos/192.jpg,202.8340998217464,205.83965143561363,jackets,True,3.005551613867226
